;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
110;0,010664;0,010867;0,010651;0,011718;0,011615;0,011106;0,011354;0,0115;0,010706;0,011654;0,010888;0,010921;0,011067;0,011345;0,011227;0,0117;0,011451;0,011364;0,011476;0,010757;0,011815;0,011288;0,011891;0,011661;0,011794;0,012103;0,011942;0,011673;0,011;0,011715;0,011973;0,011924;0,012127;0,011436;0,012076;0,012197;0,011991;0,012436;0,012321;0,011782;0,01253;0,011967;0,011376;0,012445;0,012464;0,012954;0,012142;0,0122;0,012036
111;0,010817;0,010715;0,010883;0,010985;0,011207;0,010808;0,011465;0,011793;0,010555;0,010991;0,010928;0,011237;0,011072;0,011027;0,010874;0,010585;0,010832;0,010943;0,01194;0,011471;0,012159;0,012721;0,011099;0,011591;0,011549;0,011447;0,011823;0,012697;0,011655;0,011862;0,011438;0,0113;0,012844;0,012309;0,01179;0,011784;0,012718;0,011955;0,013018;0,012099;0,011438;0,012904;0,011832;0,013087;0,011123;0,011892;0,011534;0,012649;0,012468
112;0,010678;0,010675;0,01025;0,010717;0,010976;0,010693;0,010696;0,010336;0,01122;0,011494;0,010848;0,011428;0,010899;0,011321;0,011464;0,011256;0,011262;0,011015;0,011417;0,01092;0,010732;0,011783;0,0115;0,0113;0,011351;0,010693;0,011661;0,012098;0,012045;0,012137;0,011726;0,012134;0,011271;0,012071;0,01183;0,011223;0,011411;0,011518;0,011717;0,011872;0,013354;0,012664;0,011934;0,012524;0,012512;0,01169;0,011961;0,011717;0,012143
113;0,010764;0,010681;0,010259;0,01087;0,010242;0,010445;0,010265;0,010903;0,010599;0,010233;0,010672;0,01054;0,010838;0,01133;0,01108;0,011307;0,0111;0,011661;0,010799;0,01059;0,010929;0,011758;0,010849;0,011785;0,010906;0,011183;0,011528;0,011321;0,011672;0,011994;0,011855;0,011339;0,013159;0,013136;0,012198;0,011835;0,01264;0,011726;0,012377;0,011929;0,011389;0,012271;0,012077;0,012259;0,012802;0,01208;0,013041;0,01179;0,011746
114;0,010418;0,010295;0,010532;0,010456;0,010602;0,011149;0,010424;0,011102;0,011354;0,010684;0,010541;0,010903;0,010994;0,010798;0,010962;0,01083;0,010877;0,011354;0,011041;0,011418;0,011509;0,011947;0,011196;0,011286;0,011675;0,011216;0,011345;0,011842;0,011599;0,011824;0,012403;0,012485;0,011713;0,010678;0,011468;0,011906;0,011795;0,011851;0,011667;0,012824;0,011857;0,011202;0,012108;0,011538;0,012213;0,011155;0,011596;0,01126;0,011789
115;0,010293;0,010043;0,010049;0,010327;0,010632;0,010383;0,010768;0,011119;0,011139;0,010568;0,010475;0,010687;0,011681;0,010217;0,010594;0,010562;0,010351;0,010617;0,011043;0,010742;0,01078;0,011081;0,01111;0,011809;0,01104;0,011571;0,010965;0,01164;0,011388;0,01091;0,011087;0,01144;0,01189;0,011226;0,01102;0,012345;0,011374;0,012258;0,011754;0,011426;0,011452;0,011823;0,011345;0,01138;0,011533;0,011391;0,011681;0,012281;0,010962
116;0,010417;0,010167;0,010557;0,010753;0,010264;0,010753;0,010419;0,010839;0,011282;0,010382;0,010276;0,011316;0,010649;0,010885;0,011373;0,011468;0,010259;0,010931;0,011238;0,011011;0,010813;0,011256;0,011155;0,010988;0,011589;0,011543;0,010483;0,011379;0,010948;0,011046;0,011236;0,011138;0,011095;0,011155;0,011701;0,011319;0,012043;0,011428;0,011744;0,01202;0,011236;0,012477;0,011842;0,012327;0,011537;0,011339;0,011707;0,011408;0,011911
117;0,01049;0,010379;0,010105;0,010726;0,01008;0,009843;0,010162;0,010476;0,010373;0,01006;0,010424;0,010587;0,010601;0,01102;0,011091;0,010402;0,010453;0,010949;0,010781;0,010752;0,010741;0,010501;0,010843;0,010313;0,010299;0,010595;0,010296;0,010724;0,01088;0,011989;0,010857;0,011592;0,010829;0,01114;0,011832;0,011652;0,012299;0,011496;0,012045;0,010647;0,011376;0,01145;0,011196;0,011325;0,011433;0,012809;0,011077;0,012171;0,011641
118;0,0102;0,009599;0,010155;0,010503;0,01022;0,010435;0,010096;0,010528;0,010511;0,010743;0,011;0,010412;0,010559;0,010941;0,009893;0,010384;0,010147;0,010523;0,011167;0,010941;0,010449;0,010418;0,010692;0,010554;0,011014;0,010353;0,010859;0,010813;0,010788;0,011003;0,010347;0,011579;0,010994;0,012039;0,012031;0,01111;0,011198;0,012209;0,011226;0,012384;0,011121;0,011345;0,011268;0,012039;0,012246;0,01235;0,011912;0,011192;0,011186
119;0,010132;0,010176;0,009969;0,00979;0,010462;0,010106;0,010378;0,010846;0,010199;0,010711;0,011154;0,010168;0,010874;0,010543;0,010594;0,010557;0,010249;0,010196;0,010823;0,010966;0,010644;0,010367;0,011277;0,010795;0,010689;0,010647;0,010829;0,01084;0,010521;0,010795;0,010695;0,012347;0,010409;0,010868;0,011734;0,011213;0,01112;0,010706;0,011532;0,011179;0,012067;0,011473;0,010717;0,010781;0,012062;0,011538;0,012921;0,012081;0,011818
120;0,009833;0,009817;0,009794;0,009978;0,010364;0,009928;0,009905;0,010319;0,010692;0,010058;0,010203;0,010858;0,010317;0,010258;0,010178;0,0107;0,011122;0,010561;0,01;0,010778;0,010533;0,010258;0,011217;0,010317;0,010886;0,010286;0,010228;0,010897;0,010894;0,01043;0,010705;0,010705;0,011078;0,010414;0,010992;0,011044;0,010733;0,011108;0,010805;0,01105;0,0105;0,011169;0,011508;0,011639;0,01098;0,012025;0,010786;0,01083;0,011147
121;0,009782;0,010609;0,010545;0,010446;0,009873;0,010234;0,009964;0,009738;0,010027;0,010284;0,010151;0,010204;0,009975;0,010027;0,010005;0,01062;0,010584;0,01089;0,010328;0,011072;0,010355;0,010168;0,01024;0,010829;0,010859;0,010857;0,010799;0,011319;0,01011;0,010551;0,010132;0,010485;0,010708;0,010724;0,010752;0,010862;0,011443;0,011121;0,010881;0,011146;0,011014;0,011358;0,011964;0,011631;0,010923;0,011011;0,011099;0,01089;0,010892
122;0,009598;0,009585;0,009973;0,009866;0,009642;0,009691;0,010434;0,010762;0,009617;0,010074;0,009891;0,010063;0,010434;0,009579;0,00991;0,010448;0,009702;0,010317;0,010596;0,010478;0,010164;0,010096;0,010044;0,01056;0,010339;0,010661;0,01091;0,011063;0,010582;0,010333;0,010855;0,01065;0,010552;0,010049;0,010235;0,010869;0,010533;0,011251;0,010784;0,01168;0,010888;0,011885;0,010555;0,011522;0,011339;0,011574;0,011158;0,011128;0,011571
123;0,010127;0,009799;0,00961;0,009572;0,009574;0,00997;0,010276;0,009629;0,009992;0,009951;0,00994;0,009545;0,010623;0,011358;0,010377;0,010146;0,010214;0,010168;0,010236;0,011019;0,010561;0,010978;0,010973;0,010683;0,01032;0,00987;0,010932;0,010336;0,010455;0,010583;0,010873;0,011152;0,010065;0,010881;0,010694;0,010686;0,010675;0,011203;0,011114;0,010957;0,011106;0,011079;0,011526;0,010843;0,011035;0,010748;0,010835;0,011333;0,01129
124;0,009427;0,009414;0,009449;0,009613;0,009406;0,009774;0,009849;0,009597;0,010274;0,009398;0,009538;0,009952;0,0099;0,0104;0,010322;0,010056;0,009728;0,010059;0,009723;0,010392;0,010831;0,010247;0,009981;0,009785;0,009847;0,010653;0,010659;0,010188;0,011411;0,011062;0,010559;0,010099;0,009976;0,010435;0,010637;0,010715;0,010739;0,011064;0,010029;0,010726;0,01075;0,010632;0,010406;0,010661;0,010664;0,011021;0,010774;0,011086;0,010435
125;0,009507;0,009587;0,010261;0,009707;0,009715;0,010363;0,009267;0,009315;0,010003;0,00984;0,01;0,009536;0,00988;0,009781;0,009533;0,009637;0,009963;0,010293;0,009683;0,010421;0,009848;0,009947;0,010115;0,009899;0,010267;0,010227;0,011275;0,010643;0,010808;0,011408;0,011291;0,010501;0,010416;0,010197;0,009944;0,010616;0,01072;0,010525;0,010243;0,011296;0,01148;0,011115;0,010763;0,011171;0,011013;0,010413;0,010883;0,011099;0,011192
126;0,009579;0,009333;0,009315;0,010003;0,009704;0,009762;0,010024;0,009926;0,009995;0,00959;0,010164;0,009333;0,009439;0,009865;0,010312;0,00963;0,009574;0,009849;0,009876;0,010093;0,010294;0,009923;0,010907;0,0095;0,009989;0,009934;0,011622;0,009651;0,011307;0,010182;0,009934;0,011116;0,010077;0,010143;0,010873;0,010008;0,01104;0,01023;0,010868;0,010574;0,010407;0,010175;0,010775;0,011227;0,010675;0,010503;0,010865;0,01127;0,011389
127;0,009727;0,009268;0,009029;0,009614;0,00968;0,009601;0,009653;0,009709;0,009732;0,009835;0,009415;0,010399;0,009548;0,009493;0,009651;0,010205;0,009617;0,009814;0,010877;0,010173;0,009651;0,010079;0,009814;0,010071;0,010031;0,010782;0,011142;0,009622;0,011126;0,010352;0,010869;0,010045;0,009656;0,010614;0,009995;0,01037;0,011294;0,010123;0,010499;0,01053;0,010638;0,011459;0,010189;0,0118;0,010312;0,010575;0,010197;0,011331;0,011042
128;0,009279;0,008987;0,009232;0,009242;0,009286;0,010091;0,009276;0,009997;0,009513;0,009745;0,00949;0,009523;0,009325;0,009948;0,009404;0,010388;0,009927;0,009258;0,009479;0,009375;0,009818;0,010685;0,009995;0,010351;0,009807;0,010039;0,009763;0,01049;0,009523;0,01057;0,010622;0,010174;0,010151;0,010016;0,010185;0,010005;0,010003;0,010437;0,010508;0,010409;0,010305;0,010825;0,009766;0,010846;0,010924;0,01006;0,011427;0,010531;0,011989
129;0,009971;0,00922;0,009672;0,009349;0,010046;0,009276;0,009307;0,00992;0,009315;0,009429;0,009351;0,008964;0,010209;0,009395;0,00953;0,00955;0,010065;0,010581;0,009274;0,009796;0,010351;0,00969;0,010349;0,009791;0,009664;0,009437;0,010258;0,010455;0,00954;0,010351;0,009501;0,010101;0,009922;0,010212;0,010783;0,009881;0,010654;0,009842;0,010623;0,010183;0,010287;0,010287;0,009731;0,009961;0,010199;0,011341;0,009982;0,010294;0,010537
130;0,010228;0,009364;0,009026;0,009633;0,009708;0,009482;0,009297;0,009913;0,009546;0,00961;0,009536;0,00932;0,009354;0,009738;0,009767;0,009823;0,009433;0,009526;0,009905;0,009341;0,009823;0,009713;0,009649;0,010408;0,010346;0,010302;0,009674;0,009718;0,009702;0,010077;0,009733;0,01041;0,009605;0,009633;0,010451;0,009885;0,010161;0,009933;0,010556;0,009677;0,010718;0,010374;0,009887;0,010733;0,010561;0,010595;0,00992;0,010372;0,011249
131;0,008796;0,009094;0,009377;0,009008;0,010203;0,009379;0,00957;0,009058;0,009234;0,00915;0,009483;0,009809;0,010219;0,009824;0,009468;0,009715;0,00941;0,009585;0,00944;0,009458;0,009801;0,010237;0,009903;0,00973;0,009522;0,010616;0,010046;0,010631;0,010239;0,009728;0,009865;0,010445;0,010071;0,010089;0,009315;0,010333;0,010058;0,010328;0,01002;0,010318;0,010977;0,009417;0,010234;0,010435;0,01073;0,010432;0,010608;0,010499;0,009659
132;0,008833;0,009202;0,009437;0,009134;0,00948;0,009364;0,009131;0,009298;0,008922;0,008944;0,009053;0,009846;0,010066;0,009533;0,010093;0,009371;0,009381;0,010169;0,009566;0,009558;0,009614;0,009886;0,009391;0,009346;0,009141;0,009194;0,009947;0,009439;0,009379;0,009975;0,00998;0,01022;0,010192;0,009583;0,01076;0,010247;0,010144;0,010119;0,010765;0,010394;0,009609;0,010096;0,010793;0,009869;0,009545;0,009795;0,010149;0,010164;0,010139
133;0,00894;0,008586;0,008937;0,009075;0,00915;0,009153;0,009218;0,008877;0,009466;0,009213;0,009085;0,009872;0,009068;0,009218;0,009632;0,009604;0,009256;0,009356;0,009343;0,009423;0,009504;0,010048;0,009361;0,009554;0,009804;0,009581;0,009586;0,009388;0,010002;0,009915;0,00991;0,010246;0,009511;0,009724;0,009308;0,009554;0,009754;0,010035;0,009892;0,010055;0,010967;0,010321;0,010198;0,010383;0,010225;0,010251;0,009634;0,009835;0,009907
134;0,008846;0,008746;0,00905;0,009393;0,009047;0,008813;0,008644;0,009022;0,00939;0,010172;0,008691;0,009475;0,009575;0,008987;0,009164;0,008898;0,009303;0,009104;0,009157;0,008861;0,009303;0,009371;0,009376;0,009413;0,009669;0,010594;0,009734;0,010089;0,009858;0,010047;0,009905;0,010032;0,009301;0,00949;0,010239;0,009395;0,010239;0,009639;0,009759;0,009741;0,010229;0,010846;0,010353;0,009637;0,01051;0,010117;0,010032;0,010152;0,010487
135;0,008686;0,008797;0,00862;0,008733;0,008993;0,008746;0,009067;0,008721;0,008783;0,009755;0,008894;0,009323;0,009289;0,009459;0,009284;0,00902;0,009096;0,009511;0,008916;0,00976;0,009439;0,009523;0,010079;0,009417;0,009854;0,009701;0,009479;0,010294;0,009711;0,009155;0,009632;0,009131;0,009726;0,009711;0,01;0,009274;0,009852;0,009709;0,010012;0,010459;0,010476;0,010454;0,009847;0,009612;0,010289;0,009904;0,009247;0,009402;0,009691
136;0,008576;0,008441;0,008941;0,008872;0,008522;0,009387;0,00876;0,008848;0,008978;0,009395;0,009235;0,009061;0,009546;0,009424;0,009051;0,009012;0,008975;0,009208;0,009409;0,008985;0,009779;0,009284;0,009382;0,009593;0,009064;0,009243;0,00898;0,009789;0,009828;0,009502;0,009747;0,009164;0,009767;0,009321;0,009346;0,009625;0,010448;0,010348;0,009657;0,009223;0,009527;0,010228;0,009556;0,010046;0,009895;0,01011;0,009963;0,009537;0,00999
137;0,008324;0,008752;0,008557;0,008618;0,008854;0,00874;0,008968;0,00983;0,009574;0,008467;0,008985;0,009197;0,009494;0,008995;0,008903;0,008903;0,008749;0,009231;0,009781;0,009161;0,008915;0,008951;0,00917;0,009336;0,009409;0,009209;0,009219;0,009747;0,009577;0,009708;0,009618;0,009384;0,009146;0,009511;0,010141;0,009382;0,008946;0,009377;0,009664;0,009742;0,010212;0,009822;0,009221;0,010185;0,009944;0,009723;0,010075;0,010053;0,010265
